G,C,B,A,Ia,Ib,Ic,Va,Vb,Vc
1,0,0,1,-727.4560614,-31.07250184,-22.35712894,-0.090878297,0.414211632,-0.323333335
1,0,0,1,-717.0400167,-26.98825282,-19.9941643,-0.093807875,0.421106633,-0.327298758
1,0,0,1,-707.9230469,-25.07463886,-19.80356029,-0.096324063,0.427897895,-0.331573832
1,0,0,1,-701.5371453,-24.87053484,-21.32376695,-0.099877509,0.434583416,-0.334705908
1,0,0,1,-698.0939449,-24.83010366,-23.00852146,-0.105769871,0.441161874,-0.335392003
1,0,0,1,-697.024853,-24.2224455,-24.1264986,-0.11404802,0.447631318,-0.333583298
1,0,0,1,-697.2102731,-23.6441103,-25.27382227,-0.123320722,0.453990479,-0.330669758
1,0,0,1,-697.200327,-23.93926107,-27.29422995,-0.131799542,0.460237462,-0.32843792
1,0,0,1,-695.4910436,-24.87587619,-29.95527411,-0.138532062,0.466371051,-0.32783899
1,0,0,1,-691.1555113,-25.18340674,-31.98598059,-0.143833563,0.472389407,-0.328555844
1,0,0,1,-684.0833803,-23.7570515,-32.28112276,-0.14850985,0.478291372,-0.329781521
1,0,0,1,-674.9605892,-20.79158583,-31.03505144,-0.152956968,0.484075161,-0.331118193
1,0,0,1,-664.9200258,-17.58814757,-29.54848005,-0.157050828,0.489739676,-0.332688848
1,0,0,1,-655.2593508,-15.40190263,-29.07615106,-0.16082712,0.495283191,-0.334456072
1,0,0,1,-646.9463551,-14.42907077,-29.81386117,-0.16487705,0.500704666,-0.335827617
1,0,0,1,-640.3485374,-13.95284145,-31.04437798,-0.170012721,0.506002437,-0.335989716
1,0,0,1,-635.1744027,-13.26795819,-32.06202372,-0.176511832,0.511175522,-0.334663689
1,0,0,1,-630.7856641,-12.39946104,-32.89141851,-0.183819361,0.516222319,-0.332402958
1,0,0,1,-626.3647647,-11.81689407,-34.00168737,-0.190922558,0.521141909,-0.330219351
1,0,0,1,-621.1107857,-11.67726803,-35.54942347,-0.197089792,0.525932752,-0.32884296
1,0,0,1,-614.3818834,-11.45739325,-37.01102072,-0.202256945,0.530593992,-0.328337047
1,0,0,1,-605.9814527,-10.44675634,-37.67555094,-0.206844384,0.535124153,-0.328279769
1,0,0,1,-596.1887595,-8.460266277,-37.35750969,-0.211224733,0.539522443,-0.328297709
1,0,0,1,-585.6609376,-6.064229272,-36.62279161,-0.215469287,0.543787451,-0.328318164
1,0,0,1,-575.1315027,-4.044770327,-36.25711171,-0.219537802,0.54791845,-0.328380649
1,0,0,1,-565.2197607,-2.759779448,-36.61795204,-0.223626463,0.551914097,-0.328287634
1,0,0,1,-556.2161265,-1.944753796,-37.44040359,-0.228153128,0.555773728,-0.327620601
1,0,0,1,-548.0655456,-1.140377188,-38.26474622,-0.233405469,0.55949607,-0.326090601
1,0,0,1,-540.4068943,-0.171898454,-38.91582684,-0.239215128,0.563080525,-0.323865398
1,0,0,1,-532.7703066,0.762722099,-39.59120622,-0.245047501,0.566525887,-0.321478386
1,0,0,1,-524.6717486,1.473175812,-40.48079572,-0.250383172,0.569831629,-0.319448457
1,0,0,1,-515.747572,2.092235454,-41.45142782,-0.25505448,0.572996613,-0.317942132
1,0,0,1,-505.8166181,3.007235995,-42.11537529,-0.259237596,0.576020379,-0.316782783
1,0,0,1,-494.9881933,4.450447117,-42.23997889,-0.26320324,0.578901859,-0.31569862
1,0,0,1,-483.5960915,6.254267254,-41.99245333,-0.267083112,0.581640666,-0.314557554
1,0,0,1,-472.0907403,7.982496659,-41.80861439,-0.270883356,0.5842358,-0.313352444
1,0,0,1,-460.8425898,9.326418655,-41.99679767,-0.274649054,0.586686943,-0.312037889
1,0,0,1,-450.0655361,10.31515524,-42.52750315,-0.278558034,0.58899317,-0.310435136
1,0,0,1,-439.7532575,11.20583571,-43.14322664,-0.282793289,0.591154232,-0.308360943
1,0,0,1,-429.7382257,12.17705775,-43.66499878,-0.287345461,0.593169276,-0.305823814
1,0,0,1,-419.7393607,13.19618163,-44.12509091,-0.291961714,0.595038123,-0.303076409
1,0,0,1,-409.4804417,14.13046477,-44.65588064,-0.296319959,0.596759994,-0.300440035
1,0,0,1,-398.7361172,14.97527412,-45.26163957,-0.3002492,0.598334783,-0.298085583
1,0,0,1,-387.4055148,15.89535016,-45.77726924,-0.303804438,0.599761783,-0.295957345
1,0,0,1,-375.5156693,17.06981213,-46.02329624,-0.307152295,0.601040959,-0.293888665
1,0,0,1,-363.2409423,18.48664682,-46.01138326,-0.310416319,0.602171679,-0.291755361
1,0,0,1,-350.8224006,19.94319071,-45.94384719,-0.313625133,0.603153981,-0.289528848
1,0,0,1,-338.4982688,21.21674502,-46.04304407,-0.316783969,0.603987305,-0.287203336
1,0,0,1,-326.4037457,22.25425673,-46.36168827,-0.31995273,0.604671762,-0.284719032
1,0,0,1,-314.5632025,23.16899496,-46.78617598,-0.323227797,0.605206868,-0.281979071
1,0,0,1,-302.8863222,24.10298787,-47.1741487,-0.326641592,0.605592805,-0.278951213
1,0,0,1,-291.2299218,25.08734805,-47.49416755,-0.330096409,0.605829165,-0.275732756
1,0,0,1,-279.4276803,26.0625795,-47.80540682,-0.333414887,0.605916202,-0.272501314
1,0,0,1,-267.3531543,26.9850577,-48.15117349,-0.336463535,0.605853581,-0.269390046
1,0,0,1,-254.9325635,27.91061726,-48.47532015,-0.339233566,0.605641632,-0.266408065
1,0,0,1,-242.1778353,28.93841706,-48.67837945,-0.341811115,0.605280094,-0.263468979
1,0,0,1,-229.1677726,30.10521212,-48.7232928,-0.344287215,0.604769367,-0.260482152
1,0,0,1,-216.0406261,31.32719389,-48.69356965,-0.34669898,0.604109268,-0.257410288
1,0,0,1,-202.932701,32.47400013,-48.7192782,-0.349048963,0.603300268,-0.254251305
1,0,0,1,-189.945094,33.47466118,-48.87109867,-0.351353792,0.602342259,-0.250988467
1,0,0,1,-177.1012742,34.3692593,-49.10866459,-0.353659164,0.601235785,-0.247576621
1,0,0,1,-164.365626,35.24464254,-49.34484843,-0.355996197,0.599980811,-0.243984613
1,0,0,1,-151.6539843,36.15187911,-49.52830783,-0.358334776,0.598577954,-0.240243178
1,0,0,1,-138.8766927,37.07221727,-49.67752531,-0.360584336,0.597027254,-0.236442918
1,0,0,1,-125.9510154,37.97163403,-49.82626008,-0.362654604,0.5953294,-0.232674796
1,0,0,1,-112.833695,38.85404345,-49.97033935,-0.364513461,0.593484504,-0.228971043
1,0,0,1,-99.52012059,39.76800962,-50.06094586,-0.366197335,0.591493327,-0.225295991
1,0,0,1,-86.05675868,40.74712852,-50.06423566,-0.36776543,0.589356056,-0.221590626
1,0,0,1,-72.51675796,41.76898976,-50.00237687,-0.369256317,0.587073522,-0.217817205
1,0,0,1,-58.98723397,42.76345611,-49.94526972,-0.370677688,0.584645985,-0.213968296
1,0,0,1,-45.53059429,43.67620925,-49.9470014,-0.372033638,0.582074346,-0.210040708
1,0,0,1,-32.17556939,44.50746362,-50.00713167,-0.373340465,0.579358938,-0.206018473
1,0,0,1,-18.9041498,45.30431319,-50.07834678,-0.374617728,0.576500733,-0.201883005
1,0,0,1,-5.674203966,46.10747639,-50.11971397,-0.375857749,0.573500135,-0.197642386
1,0,0,1,7.571153308,46.92301016,-50.12496809,-0.377018869,0.570358184,-0.193339315
1,0,0,1,20.87721208,47.73031668,-50.11450426,-0.378045839,0.567075356,-0.189029517
1,0,0,1,34.27471919,48.52142353,-50.09609847,-0.378909251,0.56365276,-0.184743509
1,0,0,1,47.7643506,49.31268807,-50.05320254,-0.379618926,0.560090942,-0.180472016
1,0,0,1,61.32452966,50.12858834,-49.96115395,-0.380210902,0.556391079,-0.176180177
1,0,0,1,74.90978789,50.96724821,-49.82165006,-0.380715002,0.552553786,-0.171838784
1,0,0,1,88.47169181,51.79768899,-49.66549721,-0.381143227,0.548580307,-0.16743708
1,0,0,1,101.9665935,52.58183242,-49.53060714,-0.381494908,0.544471326,-0.162976419
1,0,0,1,115.3752607,53.30856752,-49.42793079,-0.381774383,0.540228153,-0.15845377
1,0,0,1,128.6994911,53.99626577,-49.33894255,-0.381989367,0.535851539,-0.153862172
1,0,0,1,141.9636006,54.67395418,-49.23446785,-0.38214136,0.531342859,-0.149201498
1,0,0,1,155.1965071,55.35345924,-49.10253859,-0.382212328,0.526702931,-0.144490604
1,0,0,1,168.4272284,56.02880414,-48.94899666,-0.382174036,0.521933193,-0.139759157
1,0,0,1,181.6709803,56.69004793,-48.78365407,-0.382003843,0.517034531,-0.135030688
1,0,0,1,194.9316695,57.34114269,-48.60243657,-0.381701882,0.512008443,-0.130306561
1,0,0,1,208.1954396,57.99378738,-48.3935291,-0.381285093,0.50685588,-0.125570787
1,0,0,1,221.4393239,58.65342113,-48.1513832,-0.380774788,0.501578402,-0.120803615
1,0,0,1,234.6320497,59.30679738,-47.88914225,-0.380181033,0.496177024,-0.115995991
1,0,0,1,247.7480151,59.93272045,-47.62790561,-0.379505739,0.490653364,-0.111147625
1,0,0,1,260.7695948,60.51771148,-47.38106198,-0.378748003,0.4850085,-0.106260498
1,0,0,1,273.6956586,61.06775986,-47.14253871,-0.37791177,0.479244111,-0.101332341
1,0,0,1,286.5347198,61.598669,-46.89645534,-0.376998625,0.473361332,-0.096362707
1,0,0,1,299.3039019,62.12295188,-46.63022881,-0.376003514,0.467361901,-0.091358388
1,0,0,1,312.0176224,62.64026281,-46.34414094,-0.374911474,0.461247014,-0.086335539
1,0,0,1,324.6870156,63.14514301,-46.04359366,-0.373708977,0.455018462,-0.081309485
1,0,0,1,337.3129659,63.63527303,-45.7308558,-0.372390906,0.4486775,-0.076286595
1,0,0,1,349.8897632,64.11598792,-45.40054875,-0.370965477,0.442225975,-0.071260498
1,0,0,1,362.402321,64.59139962,-45.04852325,-0.369444743,0.435665196,-0.066220453
1,0,0,1,374.8333455,65.05835486,-44.67790233,-0.367838693,0.428997064,-0.061158371
1,0,0,1,387.1642477,65.50544383,-44.30007182,-0.366149597,0.422222943,-0.056073346
1,0,0,1,399.3835335,65.92343505,-43.92424633,-0.364377981,0.415344785,-0.050966803
1,0,0,1,411.4859257,66.31145962,-43.55128415,-0.362524017,0.408364007,-0.04583999
1,0,0,1,423.4754726,66.67780217,-43.17289713,-0.360589795,0.40128261,-0.040692815
1,0,0,1,435.3592267,67.0306503,-42.78090044,-0.358573119,0.394102065,-0.035528946
1,0,0,1,447.1464879,67.37301883,-42.37228912,-0.356468161,0.386824419,-0.030356258
1,0,0,1,458.8422172,67.70185295,-41.95013413,-0.354266153,0.379451192,-0.025185038
1,0,0,1,470.4481063,68.01486714,-41.51674422,-0.351963557,0.371984478,-0.020020921
1,0,0,1,481.9591589,68.31286667,-41.07134361,-0.349562695,0.364425846,-0.014863151
1,0,0,1,493.3673255,68.59905295,-40.61076746,-0.347071781,0.356777434,-0.009705653
1,0,0,1,504.6605355,68.87304733,-40.13543725,-0.344497463,0.349040856,-0.004543393
1,0,0,1,515.827957,69.13035276,-39.64989991,-0.341843799,0.341218293,0.000625505
1,0,0,1,526.8600981,69.36460748,-39.16057331,-0.339110685,0.333311405,0.00579928
1,0,0,1,537.7531497,69.57377151,-38.66956056,-0.336298629,0.325322412,0.010976218
1,0,0,1,548.5067196,69.76062481,-38.17415105,-0.333407712,0.317253015,0.016154697
1,0,0,1,559.1247111,69.93066161,-37.66892688,-0.330438407,0.309105476,0.021332931
1,0,0,1,569.6106903,70.08666159,-37.15119086,-0.327387951,0.300881536,0.026506415
1,0,0,1,579.9679257,70.2283005,-36.62135672,-0.324253044,0.292583491,0.031669553
1,0,0,1,590.1959323,70.35347386,-36.0816245,-0.321030646,0.284213122,0.036817524
1,0,0,1,600.2922261,70.46204119,-35.53223717,-0.317722287,0.275772761,0.041949526
1,0,0,1,610.2507637,70.55510794,-34.97219784,-0.314331843,0.267264225,0.047067618
1,0,0,1,620.0648675,70.63359884,-34.40069722,-0.310864797,0.258689877,0.05217492
1,0,0,1,629.7266879,70.69556047,-33.81981015,-0.307323943,0.25005157,0.057272374
1,0,0,1,639.2304902,70.73784358,-33.23281413,-0.303710768,0.241351698,0.06235907
1,0,0,1,648.5720159,70.75807321,-32.64221831,-0.300025023,0.232592144,0.067432879
1,0,0,1,657.750509,70.75723197,-32.04718102,-0.296267622,0.223775333,0.072492288
1,0,0,1,666.7664157,70.73803532,-31.44513362,-0.29243878,0.214903178,0.077535602
1,0,0,1,675.6217219,70.70313638,-30.83357647,-0.288538695,0.205978129,0.082560566
1,0,0,1,684.3171008,70.6528163,-30.21238772,-0.284565732,0.197002129,0.087563603
1,0,0,1,692.852555,70.58624329,-29.58256506,-0.280519111,0.18797765,0.092541461
1,0,0,1,701.2256741,70.50252338,-28.94517406,-0.27639891,0.178906662,0.097492248
1,0,0,1,709.4332283,70.40214461,-28.29990484,-0.272207973,0.16979166,0.102416313
1,0,0,1,717.4703089,70.28555635,-27.64649176,-0.267949404,0.160634636,0.107314769
1,0,0,1,725.332374,70.1524975,-26.98538615,-0.26362642,0.151438106,0.112188315
1,0,0,1,733.0147908,70.00128492,-26.31846687,-0.259240266,0.142204083,0.117036184
1,0,0,1,740.5147734,69.83060018,-25.64725443,-0.254791994,0.132935101,0.121856893
1,0,0,1,747.8304909,69.64026771,-24.97213191,-0.25028197,0.123633191,0.126648779
1,0,0,1,754.9620005,69.43183589,-24.29176469,-0.245711362,0.114300905,0.131410457
1,0,0,1,761.9094643,69.20687449,-23.60480206,-0.241080498,0.104940289,0.136140208
1,0,0,1,768.6734519,68.96624516,-22.91060761,-0.236389731,0.095553908,0.140835824
1,0,0,1,775.253284,68.70949384,-22.20986584,-0.231638662,0.086143823,0.145494838
1,0,0,1,781.6477913,68.43614776,-21.50328598,-0.226828094,0.07671261,0.150115484
1,0,0,1,787.8543879,68.14603454,-20.79128196,-0.221959476,0.067262344,0.154697131
1,0,0,1,793.8703207,67.83961865,-20.0736368,-0.217035611,0.057795607,0.159240004
1,0,0,1,799.6921718,67.51689728,-19.35060576,-0.212058771,0.048314485,0.163744286
1,0,0,1,805.3172361,67.17741593,-18.62290159,-0.207031008,0.038821567,0.168209442
1,0,0,1,810.7430738,66.82028442,-17.89167755,-0.20195322,0.029318946,0.172634274
1,0,0,1,815.9685734,66.44533711,-17.15736803,-0.196826517,0.019809214,0.177017303
1,0,0,1,820.9930642,66.05310407,-16.41971645,-0.191651663,0.010294472,0.181357191
1,0,0,1,825.816757,65.64472332,-15.67786379,-0.186429853,0.000777312,0.185652541
1,0,0,1,830.4395096,65.22084488,-14.9314436,-0.181161678,-0.008740161,0.189901839
1,0,0,1,834.8611674,64.78162321,-14.18059041,-0.175847962,-0.018255356,0.194103319
1,0,0,1,839.080654,64.32669843,-13.4259575,-0.17048939,-0.027766169,0.198255559
1,0,0,1,843.0966883,63.85601929,-12.66789479,-0.165087598,-0.037270009,0.202357608
1,0,0,1,846.907292,63.3696997,-11.90659131,-0.159644441,-0.046764775,0.206409216
1,0,0,1,850.5106907,62.8680201,-11.14207469,-0.154162234,-0.056247881,0.210410115
1,0,0,1,853.9049552,62.35081952,-10.37481808,-0.148642646,-0.06571723,0.214359876
1,0,0,1,857.088846,61.81782346,-9.605413124,-0.143087194,-0.075170243,0.218257437
1,0,0,1,860.0613636,61.26877635,-8.834436522,-0.137496858,-0.084604829,0.222101687
1,0,0,1,862.8223043,60.70401554,-8.061876844,-0.131872911,-0.094018421,0.225891332
1,0,0,1,865.3715363,60.1241301,-7.287474768,-0.126216444,-0.103408934,0.229625378
1,0,0,1,867.7092736,59.52979723,-6.510887446,-0.120528761,-0.112773814,0.233302575
1,0,0,1,869.835318,58.92123414,-5.732235715,-0.114810842,-0.122110987,0.236921829
1,0,0,1,871.7494265,58.29846182,-4.951841081,-0.109063931,-0.131417912,0.240481843
1,0,0,1,873.4508223,57.66136721,-4.170162584,-0.103289319,-0.140692531,0.24398185
1,0,0,1,874.9387542,57.01010799,-3.387392834,-0.097488827,-0.149932317,0.247421145
1,0,0,1,876.2121817,56.34484056,-2.603729038,-0.091664249,-0.159135228,0.250799477
1,0,0,1,877.2703637,55.66572308,-1.81937075,-0.085817447,-0.168298757,0.254116205
1,0,0,1,878.1125697,54.97266364,-1.034770763,-0.079949866,-0.177420878,0.257370745
1,0,0,1,878.7385813,54.26566498,-0.250291131,-0.07406291,-0.186499106,0.260562016
1,0,0,1,879.148308,53.54485551,0.533828773,-0.068157803,-0.195531435,0.263689239
1,0,0,1,879.3420973,52.81069635,1.317678517,-0.062235951,-0.204515403,0.266751354
1,0,0,1,879.3202239,52.06363211,2.101328397,-0.05629865,-0.213449026,0.269747677
1,0,0,1,879.0831055,51.3040358,2.884773516,-0.050347266,-0.222329868,0.272677134
1,0,0,1,878.630855,50.53199578,3.66772173,-0.044383052,-0.231155969,0.275539021
1,0,0,1,877.9635946,49.74759267,4.449869789,-0.038407458,-0.239924921,0.278332379
1,0,0,1,877.0811683,48.95090154,5.230906432,-0.032422036,-0.248634789,0.281056825
1,0,0,1,875.9835384,48.14215907,6.010678846,-0.026428544,-0.257283196,0.283711739
1,0,0,1,874.6705694,47.32153313,6.788963185,-0.020428671,-0.265868236,0.286296906
1,0,0,1,873.1424099,46.48918017,7.565521175,-0.014424024,-0.274387563,0.288811588
1,0,0,1,871.3992642,45.64515551,8.340011379,-0.00841603,-0.282839303,0.291255333
1,0,0,1,869.4416883,44.789653,9.112228077,-0.002406078,-0.291221143,0.293627221
1,0,0,1,867.2702879,43.92294671,9.882043937,0.003604452,-0.299531242,0.29592679
1,0,0,1,864.8859027,43.04544828,10.64946662,0.009614145,-0.307767323,0.298153179
1,0,0,1,862.2892653,42.15746873,11.41440147,0.015621596,-0.31592758,0.300305983
1,0,0,1,859.4811765,41.2592568,12.1766892,0.021625415,-0.324009774,0.302384359
1,0,0,1,856.4622443,40.35093001,12.93603784,0.027624158,-0.332012135,0.304387977
1,0,0,1,853.2331316,39.43266735,13.69221468,0.033616314,-0.339932466,0.306316152
1,0,0,1,849.7943835,38.504656,14.44499398,0.039600257,-0.347769035,0.308168778
1,0,0,1,846.1466973,37.56715613,15.194221,0.045574381,-0.355519686,0.309945305
1,0,0,1,842.2907657,36.62035309,15.9396651,0.051537104,-0.363182728,0.311645624
1,0,0,1,838.2275128,35.66444197,16.68110363,0.057486989,-0.37075605,0.313269061
1,0,0,1,833.9579115,34.69959356,17.41828882,0.063422602,-0.378238004,0.314815402
1,0,0,1,829.4831556,33.72609136,18.15108397,0.069342584,-0.385626524,0.31628394
1,0,0,1,824.8044377,32.74424259,18.87937554,0.075245483,-0.392920004,0.317674522
1,0,0,1,819.9230737,31.75439471,19.6030888,0.081129922,-0.40011643,0.318986508
1,0,0,1,814.8402909,30.75680119,20.32205466,0.08699444,-0.40721424,0.3202198
1,0,0,1,809.5573737,29.75169316,21.03608049,0.092837666,-0.414211469,0.321373803
1,0,0,1,804.0755129,28.73925243,21.74492414,0.098658095,-0.421106605,0.322448511
1,0,0,1,798.3959853,27.7197212,22.44840291,0.104454284,-0.427897732,0.323443448
1,0,0,1,792.5200367,26.69333449,23.14632689,0.110224664,-0.434583388,0.324358724
1,0,0,1,786.4490541,25.66035618,23.83853431,0.115967815,-0.441161711,0.325193897
1,0,0,1,780.1844469,24.62100044,24.52481388,0.121682244,-0.44763129,0.325949047
1,0,0,1,773.7277896,23.57551063,25.20498297,0.127366641,-0.453990317,0.326623676
1,0,0,1,767.0806852,22.52413253,25.87886181,0.133019577,-0.460237434,0.327217858
1,0,0,1,760.2448723,21.46717999,26.54633833,0.138639759,-0.466370889,0.32773113
1,0,0,1,753.2220749,20.40495358,27.20728787,0.144225747,-0.472389379,0.328163633
1,0,0,1,746.0140956,19.33775673,27.86158845,0.149776256,-0.478291209,0.328514953
1,0,0,1,738.6226868,18.26583036,28.50905646,0.155289854,-0.484075133,0.328785278
1,0,0,1,731.0496614,17.1894206,29.14951359,0.160765265,-0.489739514,0.328974249
1,0,0,1,723.2967981,16.10875832,29.78276729,0.166201027,-0.495283163,0.329082136
1,0,0,1,715.3659622,15.02411588,30.40866684,0.171595842,-0.500704505,0.329108662
1,0,0,1,707.2590228,13.93575071,31.02704783,0.176948249,-0.506002408,0.329054159
1,0,0,1,698.9779628,12.84393457,31.6377607,0.182257004,-0.51117536,0.328918356
1,0,0,1,690.524791,11.7489131,32.24063122,0.187520713,-0.51622229,0.328701578
1,0,0,1,681.9016313,10.65096206,32.835516,0.192738199,-0.521141748,0.328403549
1,0,0,1,673.1106252,9.550358714,33.42227485,0.197908099,-0.525932723,0.328024625
1,0,0,1,664.1540009,8.447412326,34.00080049,0.203029253,-0.530593831,0.327564578
1,0,0,1,655.0339753,7.342407392,34.57096274,0.208100305,-0.535124124,0.327023819
1,0,0,1,645.7528217,6.23562581,35.13262997,0.213120118,-0.539522282,0.326402163
1,0,0,1,636.3127913,5.127316641,35.68563978,0.218087349,-0.543787422,0.325700073
1,0,0,1,626.7161926,4.017744878,36.22984706,0.223000868,-0.54791829,0.324917422
1,0,0,1,616.9653304,2.907169798,36.76510324,0.227859329,-0.551914067,0.324054738
1,0,0,1,607.0625859,1.795873674,37.29128431,0.23266162,-0.555773568,0.323111948
1,0,0,1,597.0103577,0.684122527,37.80825246,0.237406427,-0.55949604,0.322089613
1,0,0,1,586.8111305,-0.427808181,38.3158811,0.242092699,-0.563080365,0.320987666
1,0,0,1,576.4674117,-1.539655596,38.81403368,0.246719176,-0.566525858,0.319806681
1,0,0,1,565.9817859,-2.651134107,39.30259837,0.251284854,-0.569831469,0.318546615
1,0,0,1,555.3568469,-3.761961739,39.78146255,0.255788496,-0.572996583,0.317208087
1,0,0,1,544.5952452,-4.871843926,40.25052835,0.260229118,-0.576020219,0.315791101
1,0,0,1,533.6996251,-5.980508061,40.70967901,0.264605504,-0.578901829,0.314296325
